id,comment,score
UgzUC7Xw9DXZYWuOm9Z4AaABAg.9cXukKkG1c_9cYGoCD3vwn,Definitely reminds me of iPhone with a Dbrand skin that lights up,93.43
UgyB5p8L1J5RcYzXmxB4AaABAg,If the iPhone 18 has an led backlight just remember this comment,93.42
Ugw2wRHTD7APn2ERSzp4AaABAg,Will this phone be an Android phone?,93.41
Ugx3M7zaYnsbgnvAG214AaABAg,Have phone innovation stalled that we are getting excited by LEDs at back of phone?,93.4
UgwT8mwp7g-2MoXb3Gx4AaABAg,Any chance to get those ringtones on my iPhone?,93.39
UgwnwaPacgp4KpDbglt4AaABAg,Bias Indian tech channel @TechnicalGuruji won't be happy watching this video ,93.36
Ugy24d81eakC7jurMyp4AaABAg,iPhone 12,93.34
UgzSN0G8wX8htfuJnx94AaABAg,iPhone 12,93.34
UgwDirOtqa2381L7Fhh4AaABAg,iPhone 11,93.34
UgwNJ7M7x1mIj2VBEwJ4AaABAg,Iphone 12.1,93.34
UgyTYIPD-d3X0H4yHxF4AaABAg,iphone 12?,93.34
UgwnxWJu8bpbwLmXHdp4AaABAg,iPhone.,93.34
UgwVKzWXvEpNLKvcN9d4AaABAg,iPhone,93.34
UgzaOI5o2lucB7iPisF4AaABAg,iPhone.,93.34
UgwVj7QQNzNwmgsM5Th4AaABAg,iPhone 12 ,93.34
UgzEgE77pyq3TbliY0d4AaABAg,Iphone 11,93.34
Ugymsefce21G4WP5L3R4AaABAg,iphone12,93.34
UgxwPmjYMzythnJSSYt4AaABAg,iphone 11 ???,93.34
UgwSQqD81ckC0ozhcJR4AaABAg,iPhone?,93.34
UgwCmmaaFE1JVPMUKTx4AaABAg,"Any company that demands half assed reviews such as this, is trash in my book.  This is a way to get free extra publicity and big YouTubers such as yourself should not be enabling such behaviour.",93.34
Ugz8Fg1_qH4g2rt89_R4AaABAg,iPhone,93.34
UgwiFHJTZ6EGZD5ZYOp4AaABAg,iphone,93.34
UgzOsrRNmfIdO05q_ot4AaABAg,iPhone,93.34
Ugxguo7obImsKrDUiYR4AaABAg,its an iPhone,93.34
UgxdR7V-8J4T7GCNB6N4AaABAg,i would really love to see a dark verion of this phone,93.33
UgxwOAjr1u5K96UE6rJ4AaABAg,Samsung LED Cover does all of these. So this is also not new.,93.32
UgydbVu-VvPwQeUtBD94AaABAg,"poneglyph?
that's that!
take my money already!",93.31
Ugzh9HJGFqDmWkXi76l4AaABAg,Will this phone support Ludo game? ,93.3
Ugz-u5udxfjCFJ8mXRR4AaABAg,Now phone backs are getting reviewed.,93.29
UgxzGVHR2Z3JsiwVtcF4AaABAg,i am on the Samsung Note9 currently and i would totally switch to that.,93.28
UgyLkYV4BisCdPMGZHt4AaABAg,Talk about biased preview/ review.,93.28
UgwZwKND9Z_i04bSnmR4AaABAg,Can some company just make this a case for iPhone? (Or whatever your favour Android phone is),93.24
UgwfNa5e2NA1vn7iwg54AaABAg.9camC6kPLSV9cdJLy8XVzO,@mkbhd SPAM,93.22
UgybraxogaD0y-tYahR4AaABAg,"Just got 4 invite codes, enjoy:
NTP1583D5

NTPDF62C9

NTPCE41C8

NTP921F65",93.21
UgxMtjlbcWn2zT58KCZ4AaABAg,Looks like iPhone 12 without back cover,93.2
Ugwe2srkGZqQ9_D6UBl4AaABAg,Really looking forward to buying this,93.2
UgxMXhjTnuCLPDWUqDZ4AaABAg,Phone specification please?,93.19
UgzG5oxnE023WLLJFYZ4AaABAg,"My only question is: in the real world, why would I look at the back of my phone to see who is calling me when I could just look at the front of my screen to see their name?",93.16
UgwFPpuicDSba7ThloV4AaABAg,why does It look so much like an iphone 12,93.13
Ugwrr8Zdm1xvqRAUCC14AaABAg,depends on price really,93.08
Ugzpq-tT0mTKl1-bSd14AaABAg,Those LED light functionality is a game changer!! Looking forward to this phone.,93.08
UgziInrr17Q3CbGGfpZ4AaABAg,"Love how you edited your logo in the same LED styles like the phone. Really looking forward to that review, cuz I base my purchases on them :D",93.01
UgzinaRtxu1832F4w0x4AaABAg,DBrand should make a nothing skin that we can slap on the iPhone.,92.99
UgwhgFgRXJNZ5X9IScB4AaABAg.9cXvgzdLFc_9cXzATlYF8x,"They have so many phone designs to learn from, and their first phone is kinda not that creative?",92.94
Ugy5GUSN2IwM_OXXa3N4AaABAg,Colour me intrigued. Reminds me of the Watchdogs game aesthetic.,92.9
UgwIXOzVqLfSGZi6ecZ4AaABAg,ill stick with my iphone,92.89
UgzYO5bSGGm3DDrSa0d4AaABAg,Really work,92.88
UgzACQQNcW2eTSdqGud4AaABAg,Thanks for the first look of the front! ,92.87
UgzEnRck_Rg3WtLykBB4AaABAg,"Apple with a transparent back iphone after 2 years :- Look guys.. ""our"" innovation!",92.87
Ugx0YPq6r1UaetTNikh4AaABAg,Nothing copy iPhone,92.84
UgwPC7T4pbImwTTslZN4AaABAg,Shiit hope you guys dont have photoepilepsy ;),92.84
UgwMenR6HGUWtgyqyPZ4AaABAg,I really like it. Reminds me of the days when people would deck out their Nokias with see through cases and strobing led lights. My only concern with this phone is the OS.,92.83
Ugy89_YrzBSmtk-algN4AaABAg,"Too white for my tastes. After all that marketing in dark tones, I expected a black phone... Cool ideas for the LEDs on the back, but... nothing you can't really live without. It will be appealing for someone who look for a phone different on the external part.",92.8
UgyUrgydBhZX30IMFBF4AaABAg.9c_qCl9ywHu9ccFg0kHtAU,underrated comment ,92.75
UgwcmPSNNpoIIvi9Z614AaABAg,"3:45. If I buy this phone, I'd rather look at the back to know who's calling me rather that the front.",92.75
Ugw3wMxyWMB-dsCbWOJ4AaABAg,I like this phone already,92.7
UgzJa_KkV57Y1yPZyjh4AaABAg,Whats the screen size of this phone 6.1',92.67
UgwHEpS4HBDZoznEHTR4AaABAg,Whats the price of this ?,92.63
UgxZF_j_przO2MB6DgR4AaABAg.9cXvgyEhtze9cXznd-eV34,Honestly if they don't do that I'll bet you dBrand will with a skin,92.62
Ugzqt9GaYEqdDPSHdb94AaABAg,I am only allowed to show you the back of the phone 1:12 also MKBHD 3:40 flipps and shows the interface...,92.6
Ugyx_hQwQ31lYMtpZyJ4AaABAg,I'll give it a try in July,92.59
UgzAlkyYglg8wCo2wjB4AaABAg.9cfHTvpVzTQ9dGgYdd7Ad6,@Sonal Kashyap i didn't even changed Battery my phone working like gold.,92.58
UgzFbG_3cW9afjsXW-94AaABAg,When everyone started to buy the phone for LED lights ?,92.56
Ugw52fiUplGu-4Y5_Ht4AaABAg,i thought it was an iphone 11 cover.,92.55
Ugx_O1PrECofiLy9jN94AaABAg,"So it's flat and symmetrical, now please tell me it's a 5000mah battery in there and just take my money ",92.46
UgzF_0FMzms1AAAH03R4AaABAg.9cXuS2HhPCK9cXw0cLYpOE,@FOneCringe He will remove the spam accounts soon,92.46
UgzQfpXXtGvkbP0723l4AaABAg,"If they really want to sell their device, make the necessary deals so that all the carriers support it! An example is OnePlus. Their devices are 5G capable with T-Mobile and Verizon but no love for AT&T. That's leaving money on the table by purposely neglecting AT&T customers.",92.42
UgwcOzfWYv0D3nJ2uFt4AaABAg,Wish it didn't look so much like an iPhone,92.4
UgxQmqv3vdu0Zlu7a0l4AaABAg,"EU codes to skip waitlist:

NTP10193D 

NTP1C392D 

NTPCBF81C 

NTP33BA28

Invite codes expire Monday 11th 23.59 BST.",92.36
UgzlK_Y1VFeV-Y_unoZ4AaABAg,iphone XS look and flat sides ...,92.36
UgyO-3-EPGvWurRaNQF4AaABAg,This look exactly like iphone.. ,92.35
UgzHRmQ_XhqFyBU03GR4AaABAg,A bit too familiar. Will depend on the price though...,92.33
UgyfBj7dULgH17U8K0R4AaABAg,"Dbrand: the back on the phone is DOPE, anyways here's a skin you might wanna put on it.",92.33
UgzXoZcj7JWQg3rVAPZ4AaABAg,Bro ur telling about the phone or just its LED,92.32
Ugw7dX_TDEspRTgrDRp4AaABAg,Review of back of a phone,92.29
UgxvqyAbwLVQynuMtyt4AaABAg.9cXuPwJiu6Z9cXvsG3Stiw,@Don't Read My Profile Photo ok,92.24
UgwEIYVrhP8b5hBbcxB4AaABAg,Ngl that's pretty dope hope they add more colour support of LEDs so we can have different colours assigned for different apps.,92.22
Ugw3wUBPxDWU6VKtLHZ4AaABAg,plot twist: this is an iPhone. iPhone is Nothing.,92.21
UgzcbBbLjcFfNTjGC_N4AaABAg,I'm very excited for this phone,92.15
UgwU3jMEmIncZNsUSSF4AaABAg,rather have a cover with led,92.15
UgyG3OWeVDK6A4moPmR4AaABAg.9czUwLbjOtq9dJEJxagY3j,@Professor Pyg it's average,92.15
UgxgMfaf5HdD68nMpUd4AaABAg,"Background should have been dark for this mobile, and u didn't do that....",92.14
Ugx739M3ZfkPEgqfoS94AaABAg.9c_GASSNKTy9dC2xlx4Cgl,Best comment here ,92.13
UgwSqyKgP903ETUWhr54AaABAg,Nicee phone,92.11
UgzXqkBmj23VkAOyBLp4AaABAg,this is orginal phone or phone cover,92.11
UgzNeA8s9BKhBh6o7xl4AaABAg,Aka the knock off iphone/Samsung phone,92.07
Ugw-YgmCtsOnV00Lf7x4AaABAg,"Whether this will be an upgrade (?) for my OnePlus 7 pro will probably depend on the price and the software experience, looking forward to the launch event.",92.05
UgxPygfDhnxUOmjm-814AaABAg,"MKBHD: what i am allowed to show you, is the back of the phone
Also MKBHD: ""shows the front inside the first 20 seconds",92.04
Ugwj7Ednm0VQ3lWuXa94AaABAg.9cXvY6Mt2L59cY0gU_hJPF,"same can be applied to samsung.  they started with niche phones:   a camera-phone-camera,  a  pico-projector phone,  etc etc.  then  they surrendered to the average consumer.",92.01
UgxWuvX4zgw9xeoKdoB4AaABAg,So I wont be able to throw a dbrand skin on it!,91.97
UgwbxLUsMTKEPTZ9vtZ4AaABAg,Whats the name of the phone?,91.96
UgzMNVCTYejjIuTh3JJ4AaABAg,"MKBHD: I'm only allowed to show the back of the phone
also MKBHD: Shows the front of the phone anyway",91.95
UgwANnT1nZpyEhpOXDl4AaABAg,it looks an iPhone without notch,91.93
UgwBHCNlULXFqotARGl4AaABAg,Finally the phone review i had been looking out for...,91.91
Ugw8ChjVtUKWsTqEqmx4AaABAg,when iphone and oppo make babies,91.88
UgwYPHAWUr1ujrGyyG54AaABAg,"best review I have seen, of the nothing phone so far. looking forward to see the full review when it comes out officially.",91.86
UgylLeL7kjr9ebVKhSZ4AaABAg,An iPhone running android software. I like it!,91.85
UgxBvcrkLG45KmvwBqR4AaABAg,"iPhone without apple logo
:>",91.83
Ugw5OnNz2wW-5fLvmF14AaABAg,iPhone 12 Clone,91.82
Ugxs-QCKMdUWUlB8Kn94AaABAg.9cXu8fagsDs9cXuRvddjOj,iPhone 11 clone,91.82
Ugz8-eqLYzs0UOQIM5h4AaABAg,"4:00 
Do the speaker test without doing the speaker test.",91.79
UgztPtFp4X193Z5F3Gd4AaABAg,"This phone made 13 pro max look old, they really know what they are doing, it's an art",91.78
Ugyvq-RUCGcQ5R4hwdt4AaABAg,Led iPhone = Nothing phone ,91.69
UgyxETzXJPBZxDKoFFJ4AaABAg.9cc9ppWYoEw9d1C6X1sk2O,They already make it,91.66
Ugz6tDDAoWDW_oP5IkJ4AaABAg,Kinda look like an Iphone 11,91.65
UgxOedqU5DLj8zH1VC94AaABAg,And yet...its another Android phone. That's it.,91.64
UgzsgHyuORb5Ryk9aXR4AaABAg,"At some point some phone maker will make back lights to display a letter or a symbol. Or emoji. Then ir will be really cool. Even the text message could be quite readable, if displayed 3 or 5 symbols per second. Would buy that.",91.62
UgxRc0WRQzCb6ArqNs54AaABAg,It's an Android-iphied iPhone with a bunch of gimmicks that nobody asked for.,91.61
Ugw9rMaNLrFYTQ2WZGB4AaABAg.9cc_A2DE4IL9ct6EDgWILf,"Was a huge fan of notification led until I got my Galaxy S7. Turns out always on display is way way better. Tells you clearly from which app you got a notification, can display several of them, also gives you time, date, and battery percentage. All that in a less intrusive / obnoxious way.",91.57
UgzPimFoD42WU1DVjyd4AaABAg,"If they can add Traditional 3.5mm headphone jack, would be added  advantage.",91.55
UgzzH0Z9qR0j8FHis-R4AaABAg,iPhone 12 = nothing phone 1,91.54
Ugz5wBDWeLhINh66J-F4AaABAg,"Obviously, you can tell this phone rips off the cheaper iPhone 12 and 13 models",91.52
UgzGp2ciKYGRcJe4pkJ4AaABAg,"No matter how good the back of phone might be, it will never account for more than 5% towards why you would buy the phone. The software experience on the other hand is incredibly important and will dictate the success of this phone.",91.52
UgweOjTfljcJM_qYjTN4AaABAg,First of first on hands,91.51
Ugx3Z_m-BZTyYbSuR7l4AaABAg,I will buy it. and there is already a video on YouTube with review,91.49
Ugz4iKEr5JET0J1gZDR4AaABAg,A headphone jack would have made me concider this phone.,91.46
UgxpCY120hhgxIgLnw54AaABAg,"It's all about the ecosystem, some people won't leave their favorite platform even if you offer them a free gold plated phone from the other company.",91.44
UgyIPtLh_9QLPQ91wEF4AaABAg,"This is look like same to iPhone 11 
Not like iPhone 13",91.43
Ugx739M3ZfkPEgqfoS94AaABAg.9c_GASSNKTy9cfTpRdMqQd,Fr ,91.42
UgzSc1jG7KIkBhY6Imh4AaABAg,but it will not be available in U.S or Canada,91.4
Ugxxf-WPVr0QhhvW1el4AaABAg,Copy of i phone ,91.38
UgwKNgkXTYKXJYLTCvZ4AaABAg,iPhone from multiverse ,91.37
Ugw7haf8pvW7pyax5jh4AaABAg,If iPhone and Android had a baby,91.36
UgwDW2PnYK4LJk854pB4AaABAg,Been waiting for a new phone,91.29
UgwvNAQ8A7joPNteh3B4AaABAg,"If this was running iOS, it would be my endgame phone 100p",91.27
UgxBCDR3bvM4XsOVse54AaABAg,Looking forward to the camera review of this phone.,91.27
UgzlEOAf2nD9nEmiBQJ4AaABAg,is this a joke/phone back mod for an iPhone? or is this an actual phone?,91.24
UgzGpXky2asq1pMZJ7t4AaABAg,Someone please let me know what would be the price...,91.24
UgzS0xop7mq64Bztbm14AaABAg,"Thanks God a company did not put RGB lights, especially in this month...",91.22
Ugy0swCseQZh03vr5dh4AaABAg,iPhone - Android Edition,91.19
Ugz--pEoWUywJwXBpJ14AaABAg,Is that an iPhone,91.18
UgxL-mzDFrRztkhcdNV4AaABAg,Is that an iPhone 11?,91.18
Ugyw7ny3FDeKp3FNpRJ4AaABAg,Nice iPhone copy,91.17
Ugz0iu3T2c00vEpvGmB4AaABAg,We need that Solana Mobile Phone review,91.16
UgywgktuCtUNJ3tbIOd4AaABAg,TAKE MY MONEYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY,91.13
UgwFLWraftXYtAYb4l94AaABAg,So it's iPhone with Android,91.09
UgwR3t7jh_rnIoJ3ViR4AaABAg,Iphone 12? Inspired,91.03
Ugw7xk8FS4NLn3lZRzR4AaABAg,It's a stock Android in an iPhone body,91.03
UgzOvvrP--DLGwfdVE14AaABAg,But why? You will check the phone amyway so why all these lights?,90.96
Ugwe6qReu7fOP7mDBml4AaABAg,another iphone clone (without ios)  lol,90.96
UgzBx3pIlIp5f0wFelB4AaABAg,I'm into it already,90.94
UgxAimoSyXbXq06BU6V4AaABAg,This is what iphone would have looked like without the notch,90.92
UgwDh6th-zP7_rrtWEx4AaABAg,this look straight out of the cyberpunk vibes,90.92
UgzEEPC14lZahknS4lF4AaABAg,"Add some blue in key parts, make an R2 D2 Edition and take my money!!!! This phone just makes me think in a Droid Edition Phone.",90.89
UgzJnUaKVCHEEzVL3MZ4AaABAg.9c_GtAbVXYl9c_NvH4HFgJ,Is IQOO around in your area. It's a VIVO sub brand with average ui but everything else is soo good at a reasonable price.,90.88
Ugz31fmCXe6EkiwVedB4AaABAg,iPhone employe,90.87
UgwzVmO2GKkuYxxjp_14AaABAg,dbrand about to make those phone even more,90.85
Ugy38ekZXZoIACsD2Rx4AaABAg,Can I get the same phone but without all those LEDs?,90.84
Ugw0PNKtdLDMQCEq0c54AaABAg,Did they grab an iPhone 11 and just throw it off a cliff and call it a phone?,90.8
UgxP-OVcLO3EKzp546N4AaABAg,another android phone its nothing,90.79
Ugyo2ZmfBEEOQhmfNcZ4AaABAg,it's a custom android in an iPhone shell that screams edge lord.,90.79
UgxEHlkzLG3Fw2mw8a94AaABAg,I wish they put colour led up at the top right  so that whenever there is a new notification it shows. you the dominant colour of that app eg blue for twitter red for YouTube and so on,90.75
UgwVRxTOOru0R8fYMbt4AaABAg.9cYoM8jO62T9cZLaBBHA2o,@Aniket Acharya with Samsung you can still change the edge notifications and color assign notifications for each app. I wish there was a RGB LED for color coded app notifications though ,90.74
UgwZDFAm4StugMfOWJN4AaABAg,Can you share dimensions ,90.65
UgwQSiTM5Sgmy_KhmHB4AaABAg,"is this a phone review or a lights review ? 
this used to be a very good review channel, but now I dont know what MKBHD has turned into nowadays",90.64
Ugy1YmPuYRx0r7Nbj1F4AaABAg,Take my money. Now.,90.62
UgzskbS0mWlCOf3QVZZ4AaABAg,r2d2 the phone,90.57
Ugx3kN8HQwgZpAxRsl14AaABAg,I for one look forward to this new OnePlus brand.,90.57
UgyciBQ6wT0tOtCCUWp4AaABAg,Back of the phone is dope.!!!,90.51
UgxImhUaXU0igA-krr94AaABAg,Yea it will,90.49
UgwEZ4FSlK98lR4Fm_x4AaABAg,You can flip and check your phone's battery btw,90.48
UgyxETzXJPBZxDKoFFJ4AaABAg.9cc9ppWYoEw9dHsC95LGM9,To be fairrrrrrrrrr,90.42
UgwS8M_JfAP3P8pISst4AaABAg,"TouchID please, physical TouchID",90.41
UgxK67YzOhNiceayr7N4AaABAg,"Only iphone 12 copy If this phone had a transparent glass system, it would be great to find something new in this phone model.",90.41
UgyNFYHbvKB9FldJ_Id4AaABAg,why tf would you put notification LEDs on the BACK of a phone?,90.4
UgzvfKQEfMXvVI38GCZ4AaABAg.9cY3ggynjoR9cY3tzqa49X,for giveaway ...,90.39
UgwhWBN8flvYPNa4oOZ4AaABAg,Giveaway,90.39
Ugzjqsajmv-rGkldL_x4AaABAg.9cY2niy2FlB9cY3DRuhpgi,for giveaway .,90.39
Ugzo2OLpg674Pa-al1F4AaABAg.9cY2q_1LBFX9cY34zvNsQF,for giveaway .,90.39
UgyOaUAjplh7p7Yh4414AaABAg.9cY3hdRQ2Dc9cY3mQT6Hpx,for giveaway ...,90.39
UgypFoSQXjHIKApYRzp4AaABAg.9cY2uvClzwl9cY2yQ330LW,for giveaway .,90.39
Ugzolnaugd5KoC6iXGZ4AaABAg.9cY3hOrgBlX9cY3pgHDg0D,for giveaway ...,90.39
Ugz_QQ8-B4YMFKvx1hl4AaABAg.9cY3g-M-xeo9cY3yP5PB1p,for giveaway ...,90.39
Ugw7gv8CAp2aQ6VU8wd4AaABAg.9cY3h0Yj4Yu9cY3r8u1Q_E,for giveaway ...,90.39
UgwMEa48OGxx-twyS0N4AaABAg,"I am getting mixed feelings about this phone. On one hand, its something unique, but on the other hand, it is just another phone running android",90.33
UgxkWJm311ciOHoP0cl4AaABAg,this is really dope! is this an apple product?,90.31
UgyOxUFnJQnTFl5Ka-94AaABAg,Transparent iPhone with Android inside :P,90.3
UgzI_0dtao84M6VN3KZ4AaABAg,Dbrands left the chat,90.24
UgznNyFOdE134ylMoUd4AaABAg,"It does look like an iPhone 11 with a transparent skin, but the Glyph interface is a lot more interesting than I thought",90.22
Ugw-sTIAmOKP7d1law14AaABAg,Parece un iPhone.,90.2
Ugy9df3PbywIjgncOhF4AaABAg,Please don't give this device Jerry rig everything,90.18
UgzfGsAUpTD5y-AlaBR4AaABAg,Nice phone but I will stay with my S21 Ultra for another 2 years.,90.18
UgwrPo9KXoIn6V_qyCB4AaABAg,Daniel Larson ass ringtones ,90.17
UgyjBn6LHcGMkdhGB-p4AaABAg,Release the full review. The company doesn't care.,90.14
UgzDBIlT6DFjkBs6rap4AaABAg,If only it was an iPhone 12 and jailbroken,90.09
Ugy5DqrLxi5HqY9nCtF4AaABAg,Review Solana phone,90.07
UgxuzFNqwUS4aL40MGB4AaABAg,I dig the look of the phone awesome :),90.07
UgxZF_j_przO2MB6DgR4AaABAg.9cXvgyEhtze9cXyDQUu9i-,"Maybe, in the future, we can see that type of phone cover ",90.06
UgxdNz97FzgCqw9Agbh4AaABAg.9dK1p41H6hz9dPQw_RZ6jV,Nobody asked,90.04
Ugz6PLjql_RO0O_LCCF4AaABAg,"4:03 so what about haptic feedback! Is its there? If yes,
Honestly shut up and take my money.",90.03
Ugy3qClah3oCUfZMux94AaABAg,One plus ptsd :( Reached their peak with 6T and 7T Pro and then it all went to meh slab.,90.01
